NC_008070.1,Animals
NC_008071.1,Animals
NC_008072.1,Animals
NC_008073.1,Animals
NC_008074.1,Animals
NC_008075.1,Animals
NC_008076.1,Animals
NC_008077.1,Animals
NC_008078.1,Animals
NC_008079.1,Animals
NC_008080.1,Animals
NC_008081.1,Animals
NC_008082.1,Animals
NC_008083.1,Animals
NC_008084.1,Animals
NC_008085.1,Animals
NC_008088.1,Animals
NC_008089.1,Animals
NC_008090.1,Animals
NC_008091.1,Animals
NC_008092.1,Animals
NC_008093.1,Animals
NC_008098.1,Animals
NC_008102.1,Animals
NC_008103.1,Animals
NC_008104.1,Animals
NC_008105.1,Animals
NC_008106.1,Animals
NC_008107.1,Animals
NC_008108.1,Animals
NC_008109.1,Animals
NC_008110.1,Animals
NC_008111.1,Animals
NC_008112.1,Animals
NC_008113.1,Animals
NC_008123.1,Animals
NC_008124.1,Animals
NC_008125.1,Animals
NC_008126.1,Animals
NC_008127.1,Animals
NC_008128.1,Animals
NC_008129.1,Animals
NC_008130.1,Animals
NC_008131.1,Animals
NC_008132.1,Animals
NC_008133.1,Animals
NC_008134.1,Animals
NC_008135.1,Animals
NC_008136.1,Animals
NC_008137.1,Animals
NC_008138.1,Animals
NC_008139.1,Animals
NC_008140.1,Animals
NC_008141.1,Animals
NC_008142.1,Animals
NC_008143.1,Animals
NC_008144.1,Animals
NC_008145.1,Animals
NC_008151.2,Animals
NC_008156.1,Animals
NC_008157.1,Animals
NC_008158.1,Animals
NC_008159.1,Animals
NC_008160.1,Fungi
NC_008161.1,Animals
NC_008162.1,Animals
NC_008163.1,Animals
NC_008164.1,Animals
NC_008165.1,Fungi
NC_008166.1,Fungi
NC_008167.1,Fungi
NC_008192.1,Animals
NC_008215.1,Animals
NC_008216.1,Animals
NC_008217.1,Animals
NC_008218.1,Animals
NC_008219.1,Animals
NC_008220.1,Animals
NC_008221.1,Animals
NC_008222.1,Animals
NC_008223.1,Animals
NC_008224.1,Animals
NC_008225.1,Animals
NC_008231.1,Animals
NC_008232.1,Animals
NC_008233.1,Animals
NC_008234.1,Animals
NC_008241.1,Animals
NC_008280.1,Animals
NC_008323.1,Animals
NC_008324.1,Animals
NC_008327.1,Animals
NC_008328.1,Animals
NC_008410.1,Animals
NC_008411.1,Animals
NC_008412.1,Animals
NC_008413.1,Animals
NC_008414.3,Animals
NC_008415.3,Animals
NC_008416.1,Animals
NC_008417.1,Animals
NC_008418.1,Animals
NC_008419.1,Animals
NC_008420.1,Animals
NC_008421.1,Animals
NC_008422.1,Animals
NC_008423.1,Animals
NC_008424.1,Animals
NC_008425.1,Animals
NC_008426.1,Animals
NC_008427.1,Animals
NC_008428.1,Animals
NC_008429.1,Animals
NC_008430.1,Animals
NC_008431.1,Animals
NC_008432.1,Animals
NC_008433.1,Animals
NC_008434.1,Animals
NC_008446.1,Animals
NC_008447.1,Animals
NC_008448.1,Animals
NC_008449.1,Animals
NC_008450.1,Animals
NC_008451.1,Animals
NC_008452.1,Animals
NC_008453.1,Animals
NC_008455.1,Animals
NC_008461.1,Animals
NC_008462.1,Animals
NC_008491.1,Animals
NC_008534.1,Animals
NC_008540.1,Animals
NC_008546.1,Animals
NC_008547.1,Animals
NC_008548.1,Animals
NC_008549.1,Animals
NC_008550.1,Animals
NC_008551.1,Animals
NC_008556.1,Animals
NC_008557.1,Animals
NC_008572.1,Animals
NC_008615.1,Animals
NC_008616.1,Animals
NC_008640.1,Animals
NC_008642.1,Animals
NC_008643.1,Animals
NC_008644.1,Animals
NC_008645.1,Animals
NC_008646.1,Animals
NC_008647.1,Animals
NC_008648.1,Animals
NC_008649.1,Animals
NC_008650.1,Animals
NC_008651.1,Animals
NC_008652.1,Animals
NC_008653.1,Animals
NC_008654.1,Animals
NC_008655.1,Animals
NC_008656.1,Animals
NC_008657.1,Animals
NC_008658.1,Animals
NC_008659.1,Animals
NC_008660.1,Animals
NC_008661.1,Animals
NC_008662.1,Animals
NC_008663.1,Animals
NC_008664.1,Animals
NC_008665.1,Animals
NC_008666.1,Animals
NC_008667.1,Animals
NC_008668.1,Animals
NC_008669.1,Animals
NC_008670.1,Animals
NC_008671.1,Animals
NC_008672.1,Animals
NC_008673.1,Animals
NC_008674.1,Animals
NC_008675.1,Animals
NC_008676.1,Animals
NC_008677.1,Animals
NC_008678.1,Animals
NC_008679.1,Animals
NC_008680.1,Animals
NC_008681.1,Animals
NC_008682.1,Animals
NC_008683.1,Animals
NC_008684.1,Animals
NC_008692.1,Animals
NC_008693.1,Animals
NC_008742.1,Animals
NC_008743.1,Animals
NC_008744.1,Animals
NC_008745.1,Animals
NC_008746.1,Animals
NC_008747.1,Animals
NC_008748.1,Animals
NC_008749.1,Animals
NC_008753.1,Animals
NC_008754.1,Animals
NC_008755.1,Animals
NC_008756.1,Animals
NC_008772.1,Animals
NC_008773.1,Animals
NC_008774.1,Animals
NC_008775.1,Animals
NC_008776.1,Animals
NC_008777.1,Animals
NC_008778.1,Animals
NC_008795.1,Animals
NC_008797.1,Animals
NC_008815.1,Animals
NC_008827.1,Animals
NC_008828.1,Animals
NC_008830.1,Animals
NC_008831.2,Animals
NC_008832.2,Animals
NC_008833.2,Animals
NC_008834.2,Animals
NC_008944.1,Animals
NC_008945.1,Animals
NC_008974.1,Animals
NC_008975.1,Animals
NC_009054.1,Animals
NC_009055.1,Animals
NC_009056.1,Animals
NC_009057.1,Animals
NC_009058.1,Animals
NC_009059.1,Animals
NC_009060.1,Animals
NC_009061.1,Animals
NC_009062.1,Animals
NC_009063.1,Animals
NC_009064.1,Animals
NC_009065.1,Animals
NC_009066.1,Animals
NC_009067.1,Animals
NC_009081.1,Animals
NC_009082.1,Animals
NC_009090.1,Animals
NC_009093.1,Animals
NC_009125.2,Animals
NC_009126.1,Animals
NC_009134.1,Animals
NC_009258.1,Animals
NC_009260.1,Animals
NC_009262.1,Animals
NC_009263.1,Animals
NC_009264.1,Animals
NC_009330.1,Animals
NC_009331.1,Animals
NC_009335.1,Animals
NC_009421.1,Animals
NC_009422.1,Animals
NC_009423.1,Animals
NC_009458.1,Animals
NC_009459.2,Animals
NC_009460.1,Animals
NC_009461.1,Animals
NC_009462.1,Animals
NC_009463.1,Animals
NC_009492.1,Animals
NC_009498.1,Animals
NC_009499.1,Animals
NC_009500.1,Animals
NC_009501.1,Animals
NC_009502.1,Animals
NC_009509.1,Animals
NC_009510.1,Animals
NC_009572.1,Animals
NC_009574.1,Animals
NC_009575.1,Animals
NC_009576.1,Animals
NC_009577.1,Animals
NC_009578.1,Animals
NC_009579.1,Animals
NC_009580.1,Animals
NC_009581.1,Animals
NC_009582.1,Animals
NC_009583.1,Animals
NC_009584.1,Animals
NC_009585.1,Animals
NC_009586.1,Animals
NC_009587.1,Animals
NC_009588.1,Animals
NC_009589.1,Animals
NC_009590.1,Animals
NC_009591.1,Animals
NC_009592.1,Animals
NC_009593.1,Animals
NC_009626.1,Animals
NC_009628.2,Animals
NC_009629.2,Animals
NC_009631.1,Animals
NC_009677.1,Animals
NC_009678.1,Animals
NC_009679.1,Animals
NC_009680.1,Animals
NC_009682.1,Animals
NC_009683.1,Animals
NC_009684.1,Animals
NC_009685.1,Animals
NC_009686.1,Animals
NC_009687.1,Animals
NC_009689.1,Animals
NC_009690.1,Animals
NC_009691.1,Animals
NC_009692.1,Animals
NC_009709.1,Animals
NC_009710.1,Animals
NC_009711.1,Animals
NC_009724.1,Animals
NC_009728.1,Animals
NC_009729.1,Animals
NC_009732.1,Animals
NC_009733.1,Animals
NC_009734.1,Animals
NC_009736.1,Animals
NC_009738.1,Animals
NC_009747.1,Animals
NC_009748.1,Animals
NC_009768.1,Animals
NC_009769.1,Animals
NC_009770.1,Animals
NC_009771.1,Animals
NC_009772.1,Animals
NC_009773.1,Animals
NC_009774.1,Animals
NC_009775.1,Animals
NC_009797.1,Animals
NC_009798.1,Animals
NC_009809.1,Animals
NC_009830.1,Animals
NC_009833.1,Animals
NC_009834.1,Animals
NC_009849.1,Animals
NC_009851.1,Animals
NC_009852.1,Animals
NC_009853.1,Animals
NC_009854.1,Animals
NC_009855.1,Animals
NC_009856.1,Animals
NC_009857.1,Animals
NC_009858.1,Animals
NC_009859.1,Animals
NC_009860.1,Animals
NC_009861.1,Animals
NC_009862.1,Animals
NC_009863.1,Animals
NC_009864.1,Animals
NC_009865.1,Animals
NC_009866.1,Animals
NC_009867.1,Animals
NC_009868.1,Animals
NC_009869.1,Animals
NC_009870.1,Animals
NC_009871.1,Animals
NC_009872.1,Animals
NC_009873.1,Animals
NC_009874.1,Animals
NC_009876.1,Animals
NC_009885.1,Animals
NC_009886.1,Animals
NC_009938.1,Animals
NC_009940.1,Animals
NC_009941.1,Animals
NC_009948.1,Animals
NC_009964.1,Animals
NC_009967.1,Animals
NC_009968.1,Animals
NC_009969.1,Animals
NC_009970.1,Animals
NC_009971.1,Animals
NC_009983.1,Animals
NC_009984.1,Animals
NC_009985.1,Animals
NC_010007.1,Animals
NC_010089.1,Animals
NC_010090.1,Animals
NC_010091.1,Animals
NC_010092.1,Animals
NC_010094.1,Animals
NC_010095.1,Animals
NC_010108.1,Animals
NC_010110.1,Animals
NC_010121.1,Animals
NC_010122.1,Animals
NC_010156.1,Animals
NC_010171.1,Animals
NC_010194.1,Animals
NC_010195.2,Animals
NC_010196.1,Animals
NC_010197.1,Animals
NC_010198.1,Animals
NC_010199.1,Animals
NC_010200.1,Animals
NC_010201.1,Animals
NC_010202.1,Animals
NC_010203.1,Animals
NC_010204.1,Animals
NC_010205.2,Animals
NC_010206.1,Animals
NC_010207.1,Animals
NC_010208.1,Animals
NC_010209.1,Animals
NC_010210.1,Animals
NC_010211.1,Animals
NC_010212.1,Animals
NC_010213.1,Animals
NC_010214.1,Animals
NC_010215.1,Animals
NC_010216.1,Animals
NC_010217.1,Animals
NC_010218.1,Animals
NC_010219.1,Animals
NC_010220.1,Animals
NC_010221.1,Animals
NC_010223.1,Animals
NC_010224.1,Animals
NC_010225.1,Animals
NC_010227.1,Animals
NC_010228.1,Animals
NC_010229.1,Animals
NC_010232.1,Animals
NC_010233.1,Animals
NC_010234.1,Animals
NC_010241.1,Animals
NC_010244.2,Animals
NC_010245.2,Animals
NC_010264.1,Animals
NC_010265.1,Animals
NC_010266.1,Animals
NC_010267.1,Animals
NC_010268.1,Animals
NC_010269.1,Animals
NC_010270.1,Animals
NC_010271.1,Animals
NC_010272.1,Animals
NC_010273.1,Animals
NC_010274.1,Animals
NC_010288.1,Animals
NC_010292.1,Animals
NC_010298.1,Animals
NC_010299.1,Animals
NC_010300.1,Animals
NC_010301.1,Animals
NC_010302.1,Animals
NC_010304.1,Animals
NC_010339.1,Animals
NC_010340.2,Animals
NC_010341.1,Animals
NC_010383.2,Animals
NC_010430.1,Animals
NC_010431.1,Animals
NC_010432.1,Animals
NC_010472.1,Animals
NC_010484.1,Animals
NC_010496.1,Animals
NC_010497.1,Animals
NC_010522.1,Animals
NC_010526.1,Animals
NC_010527.1,Animals
NC_010532.1,Animals
NC_010533.1,Animals
NC_010534.1,Animals
NC_010535.1,Animals
NC_010536.1,Animals
NC_010559.1,Animals
NC_010567.1,Animals
NC_010568.1,Animals
NC_010570.1,Animals
NC_010595.1,Animals
NC_010596.1,Animals
NC_010613.1,Animals
NC_010636.1,Animals
NC_010638.1,Animals
NC_010639.1,Animals
NC_010640.1,Animals
NC_010641.1,Animals
NC_010642.1,Animals
NC_010649.2,Animals
NC_010650.1,Animals
NC_010689.1,Animals
NC_010690.1,Animals
NC_010691.1,Animals
NC_010692.1,Animals
NC_010764.1,Animals
NC_010765.1,Animals
NC_010766.1,Animals
NC_010767.1,Animals
NC_010768.1,Animals
NC_010769.1,Animals
NC_010770.1,Animals
NC_010771.1,Animals
NC_010773.1,Animals
NC_010774.1,Animals
NC_010775.1,Animals
NC_010777.1,Animals
NC_010778.1,Animals
NC_010779.1,Animals
NC_010780.1,Animals
NC_010781.1,Animals
